index,package_role,reward_mode,population,recoverable,environment,num_actions,sigma_obs,method,filter,expose_rk,target_rows,actual_rows,overshoot_rows,episode_count,collection_seed,episode_length,evaluation_seed,evaluation_seeds,evaluation_episodes,episodes_per_evaluation_seed,evaluation_horizon,horizon,sequences,pessimism,bamcts_depth,bamcts_simulations,ogsrl_cost_horizon,ogsrl_deployment_rollouts
317,phase2e_full_sigma01_02,yield,Egyptian vulture,False,regime,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
318,phase2e_full_sigma01_02,yield,Egyptian vulture,False,regime,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
319,phase2e_full_sigma01_02,yield,Egyptian vulture,False,regime,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
320,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,ricker,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
321,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,ricker,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
322,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,ricker,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
323,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,ricker,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
324,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,ricker,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
325,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,ricker,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
326,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,ricker,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
327,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,ricker,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
328,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,allee,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
329,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,allee,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
330,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,allee,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
331,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,allee,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
332,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,allee,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
333,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,allee,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
334,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,allee,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
335,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,allee,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
336,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,theta,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
337,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,theta,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
338,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,theta,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
339,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,theta,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
340,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,theta,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
341,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,theta,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
342,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,theta,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
343,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,theta,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
344,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,regime,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
345,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,regime,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
346,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,regime,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
347,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,regime,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
348,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,regime,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
349,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,regime,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
350,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,regime,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
351,phase2e_full_sigma01_02,yield,Bottlenose dolphin,False,regime,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
352,phase2e_full_sigma01_02,yield,Spotted turtle,True,ricker,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
353,phase2e_full_sigma01_02,yield,Spotted turtle,True,ricker,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
354,phase2e_full_sigma01_02,yield,Spotted turtle,True,ricker,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
355,phase2e_full_sigma01_02,yield,Spotted turtle,True,ricker,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
356,phase2e_full_sigma01_02,yield,Spotted turtle,True,ricker,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
357,phase2e_full_sigma01_02,yield,Spotted turtle,True,ricker,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
358,phase2e_full_sigma01_02,yield,Spotted turtle,True,ricker,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
359,phase2e_full_sigma01_02,yield,Spotted turtle,True,ricker,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
360,phase2e_full_sigma01_02,yield,Spotted turtle,True,allee,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
361,phase2e_full_sigma01_02,yield,Spotted turtle,True,allee,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
362,phase2e_full_sigma01_02,yield,Spotted turtle,True,allee,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
363,phase2e_full_sigma01_02,yield,Spotted turtle,True,allee,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
364,phase2e_full_sigma01_02,yield,Spotted turtle,True,allee,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
365,phase2e_full_sigma01_02,yield,Spotted turtle,True,allee,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
366,phase2e_full_sigma01_02,yield,Spotted turtle,True,allee,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
367,phase2e_full_sigma01_02,yield,Spotted turtle,True,allee,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
368,phase2e_full_sigma01_02,yield,Spotted turtle,True,theta,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
369,phase2e_full_sigma01_02,yield,Spotted turtle,True,theta,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
370,phase2e_full_sigma01_02,yield,Spotted turtle,True,theta,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
371,phase2e_full_sigma01_02,yield,Spotted turtle,True,theta,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
372,phase2e_full_sigma01_02,yield,Spotted turtle,True,theta,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
373,phase2e_full_sigma01_02,yield,Spotted turtle,True,theta,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
374,phase2e_full_sigma01_02,yield,Spotted turtle,True,theta,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
375,phase2e_full_sigma01_02,yield,Spotted turtle,True,theta,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
376,phase2e_full_sigma01_02,yield,Spotted turtle,True,regime,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
377,phase2e_full_sigma01_02,yield,Spotted turtle,True,regime,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
378,phase2e_full_sigma01_02,yield,Spotted turtle,True,regime,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
379,phase2e_full_sigma01_02,yield,Spotted turtle,True,regime,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
380,phase2e_full_sigma01_02,yield,Spotted turtle,True,regime,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
381,phase2e_full_sigma01_02,yield,Spotted turtle,True,regime,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
382,phase2e_full_sigma01_02,yield,Spotted turtle,True,regime,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
383,phase2e_full_sigma01_02,yield,Spotted turtle,True,regime,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
384,phase2e_full_sigma01_02,yield,Asian elephant,True,ricker,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
385,phase2e_full_sigma01_02,yield,Asian elephant,True,ricker,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
386,phase2e_full_sigma01_02,yield,Asian elephant,True,ricker,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
387,phase2e_full_sigma01_02,yield,Asian elephant,True,ricker,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
388,phase2e_full_sigma01_02,yield,Asian elephant,True,ricker,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
389,phase2e_full_sigma01_02,yield,Asian elephant,True,ricker,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
390,phase2e_full_sigma01_02,yield,Asian elephant,True,ricker,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
391,phase2e_full_sigma01_02,yield,Asian elephant,True,ricker,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
392,phase2e_full_sigma01_02,yield,Asian elephant,True,allee,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
393,phase2e_full_sigma01_02,yield,Asian elephant,True,allee,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
394,phase2e_full_sigma01_02,yield,Asian elephant,True,allee,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
395,phase2e_full_sigma01_02,yield,Asian elephant,True,allee,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
396,phase2e_full_sigma01_02,yield,Asian elephant,True,allee,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
397,phase2e_full_sigma01_02,yield,Asian elephant,True,allee,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
398,phase2e_full_sigma01_02,yield,Asian elephant,True,allee,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
399,phase2e_full_sigma01_02,yield,Asian elephant,True,allee,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
400,phase2e_full_sigma01_02,yield,Asian elephant,True,theta,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
401,phase2e_full_sigma01_02,yield,Asian elephant,True,theta,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
402,phase2e_full_sigma01_02,yield,Asian elephant,True,theta,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
403,phase2e_full_sigma01_02,yield,Asian elephant,True,theta,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
404,phase2e_full_sigma01_02,yield,Asian elephant,True,theta,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
405,phase2e_full_sigma01_02,yield,Asian elephant,True,theta,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
406,phase2e_full_sigma01_02,yield,Asian elephant,True,theta,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
407,phase2e_full_sigma01_02,yield,Asian elephant,True,theta,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
408,phase2e_full_sigma01_02,yield,Asian elephant,True,regime,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
409,phase2e_full_sigma01_02,yield,Asian elephant,True,regime,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
410,phase2e_full_sigma01_02,yield,Asian elephant,True,regime,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
411,phase2e_full_sigma01_02,yield,Asian elephant,True,regime,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
412,phase2e_full_sigma01_02,yield,Asian elephant,True,regime,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
413,phase2e_full_sigma01_02,yield,Asian elephant,True,regime,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
414,phase2e_full_sigma01_02,yield,Asian elephant,True,regime,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
415,phase2e_full_sigma01_02,yield,Asian elephant,True,regime,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
416,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,ricker,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
417,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,ricker,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
418,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,ricker,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
419,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,ricker,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
420,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,ricker,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
421,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,ricker,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
422,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,ricker,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
423,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,ricker,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
424,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,allee,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
425,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,allee,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
426,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,allee,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
427,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,allee,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
428,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,allee,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
429,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,allee,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
430,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,allee,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
431,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,allee,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
432,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,theta,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
433,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,theta,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
434,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,theta,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
435,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,theta,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
436,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,theta,11,0.2,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
437,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,theta,11,0.2,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
438,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,theta,11,0.2,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
439,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,theta,11,0.2,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
440,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,regime,11,0.1,refplan,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
441,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,regime,11,0.1,ogsrl,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
442,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,regime,11,0.1,bamcts,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
443,phase2e_full_sigma01_02,yield,Puerto Rican parrot,True,regime,11,0.1,ensemble_value_disagreement_pessimism,learned,hidden,4000,4000,0,160,116,25,7001,7001;7051;7101;7151;7201,20,4,50,5,96,0.5,8,256,25,256
