population,population_class,environment,sigma_obs,reward_mode,collapse_penalty,method,method_label,episodes,evaluation_horizon,discount,operational_return_mean,operational_return_sd,collapse_rate,unsafe_fraction,mvp_breach_rate,persistence_mean,min_population_mean,economic_cost_mean,dataset_sha256,source,episodes_path,episodes_sha256,action_entropy_mean,constant_episode_policy,pbvi_action_margin_min,pbvi_argmax_actions
Crab-eating fox,strong-growth recoverable,ricker,0.1,safe,10.0,ogsrl,OGSRL-inspired,20,50,0.95,10.130581950552063,0.0008916281871200901,0.0,0.0,1.0,1.0,21.354410825160137,-4.997499999999999,8c302e49638bc20b97331a7085452482bf5d76eddd38a78f1afc476501f9fe25,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,ricker,0.1,safe,10.0,bamcts,BA-MCTS-inspired,20,50,0.95,9.613151044529456,0.2457268386245934,0.0,0.0,1.0,1.0,40.40905490294209,0.16812499999999975,8c302e49638bc20b97331a7085452482bf5d76eddd38a78f1afc476501f9fe25,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,ricker,0.1,safe,10.0,ensemble_value_disagreement_pessimism,EVD,20,50,0.95,10.130382576428357,0.0,0.0,0.0,1.0,1.0,21.29712456606893,-4.999999999999998,8c302e49638bc20b97331a7085452482bf5d76eddd38a78f1afc476501f9fe25,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,ricker,0.1,safe,10.0,plus_adapted_ricker_only_pbvi,PLUS P=10,20,50,0.95,10.395608469843655,0.029108101246116454,0.0,0.0,1.0,1.0,37.014849795187345,-3.564999999999999,8c302e49638bc20b97331a7085452482bf5d76eddd38a78f1afc476501f9fe25,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/plus/evaluation/regime_hidden/crab_eating_fox/ricker/sigma_0p1/plus_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/plus_adapted_ricker_only_pbvi/faithful_internal/episodes.csv,21bd8990b7fde73a76908f6644ec064e524e30deabcd579f46157b415a7dc8c6,0.676246798189556,False,0.015221956860414831,1;1;1;1;1;1;1;1
Crab-eating fox,strong-growth recoverable,ricker,0.1,safe,10.0,moor_adapted_ricker_misspec_pbvi,MOOR P=10,20,50,0.95,10.386023660871794,0.026372940500512455,0.0,0.0,1.0,1.0,37.29152479006506,-3.562499999999999,8c302e49638bc20b97331a7085452482bf5d76eddd38a78f1afc476501f9fe25,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/moor/evaluation/regime_hidden/crab_eating_fox/ricker/sigma_0p1/moor_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/moor_adapted_ricker_misspec_pbvi/faithful_internal/episodes.csv,c0767266ceca27371aa084e3cfca218b98f66e763541632dd0bfcff2a843bd9b,0.6788093944665842,False,0.017207638019052673,1
Crab-eating fox,strong-growth recoverable,ricker,0.2,safe,10.0,refplan,RefPlan-inspired,20,50,0.95,10.023798426447915,0.15564630295245252,0.0,0.0,1.0,1.0,38.11467001574297,-2.8756250000000008,17c930ccd749ed236030de1a4eeff58925679c2d53fe6a96e697c839f849d481,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,ricker,0.2,safe,10.0,ogsrl,OGSRL-inspired,20,50,0.95,10.130382576428357,0.0,0.0,0.0,1.0,1.0,21.29712456606893,-4.999999999999998,17c930ccd749ed236030de1a4eeff58925679c2d53fe6a96e697c839f849d481,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,ricker,0.2,safe,10.0,bamcts,BA-MCTS-inspired,20,50,0.95,9.617175134961673,0.3553349878893828,0.0,0.0,1.0,1.0,40.26651680773296,0.007499999999999863,17c930ccd749ed236030de1a4eeff58925679c2d53fe6a96e697c839f849d481,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,ricker,0.2,safe,10.0,ensemble_value_disagreement_pessimism,EVD,20,50,0.95,10.124394761571157,0.019471048425722122,0.0,0.0,1.0,1.0,21.339433878951958,-4.9849999999999985,17c930ccd749ed236030de1a4eeff58925679c2d53fe6a96e697c839f849d481,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,ricker,0.2,safe,10.0,plus_adapted_ricker_only_pbvi,PLUS P=10,20,50,0.95,10.384080911650326,0.02505846507192163,0.0,0.0,1.0,1.0,33.5611284145091,-4.0424999999999995,17c930ccd749ed236030de1a4eeff58925679c2d53fe6a96e697c839f849d481,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/plus/evaluation/regime_hidden/crab_eating_fox/ricker/sigma_0p2/plus_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/plus_adapted_ricker_only_pbvi/faithful_internal/episodes.csv,c325cf613039f58f4fb198193d563e7fb5176c76698c29fe0c749451b055a826,0.6459153699315545,False,0.0005221832270567717,1;1;2;2;2;1;1;1
Crab-eating fox,strong-growth recoverable,ricker,0.2,safe,10.0,moor_adapted_ricker_misspec_pbvi,MOOR P=10,20,50,0.95,10.385564166150926,0.03654122901515647,0.0,0.0,1.0,1.0,34.29270211449781,-3.9675000000000002,17c930ccd749ed236030de1a4eeff58925679c2d53fe6a96e697c839f849d481,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/moor/evaluation/regime_hidden/crab_eating_fox/ricker/sigma_0p2/moor_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/moor_adapted_ricker_misspec_pbvi/faithful_internal/episodes.csv,b5c66de9ab2b46ac6f497648aae4b4b3ddd119b885ce27769181a43ed27ed200,0.6605367953261975,False,0.013987331099151845,1
Crab-eating fox,strong-growth recoverable,allee,0.1,safe,10.0,refplan,RefPlan-inspired,20,50,0.95,6.743524277974521,6.911969901079046,0.05,0.00392156862745098,1.0,1.0,33.359737538389496,8.066875000000001,03c94a3591060c072c613cf5ce36e8c966cc310f8afd397dc38b16f19e7122e9,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,allee,0.1,safe,10.0,ogsrl,OGSRL-inspired,20,50,0.95,10.130382576428357,0.0,0.0,0.0,1.0,1.0,21.29712456606893,-4.999999999999998,03c94a3591060c072c613cf5ce36e8c966cc310f8afd397dc38b16f19e7122e9,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,allee,0.1,safe,10.0,bamcts,BA-MCTS-inspired,20,50,0.95,10.696592621902603,0.5321294181490054,0.0,0.0,1.0,1.0,38.77303006342316,0.12624999999999892,03c94a3591060c072c613cf5ce36e8c966cc310f8afd397dc38b16f19e7122e9,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,allee,0.1,safe,10.0,ensemble_value_disagreement_pessimism,EVD,20,50,0.95,10.269154452578437,0.03329299084360465,0.0,0.0,1.0,1.0,27.57088780854874,-4.837499999999998,03c94a3591060c072c613cf5ce36e8c966cc310f8afd397dc38b16f19e7122e9,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,allee,0.1,safe,10.0,plus_adapted_ricker_only_pbvi,PLUS P=10,20,50,0.95,11.394158167668584,0.34559600409269864,0.0,0.0,1.0,1.0,40.12613018131528,-3.002500000000002,03c94a3591060c072c613cf5ce36e8c966cc310f8afd397dc38b16f19e7122e9,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/plus/evaluation/regime_hidden/crab_eating_fox/allee/sigma_0p1/plus_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/plus_adapted_ricker_only_pbvi/faithful_internal/episodes.csv,315ce0cbdf5385d6a34fcd9aa254952a547edde861e3402990529038821778ea,0.45688718268513984,False,0.07355857386069409,2;1;2;2;2;2;2;2
Crab-eating fox,strong-growth recoverable,allee,0.1,safe,10.0,moor_adapted_ricker_misspec_pbvi,MOOR P=10,20,50,0.95,11.710677945382546,0.10272826953046657,0.0,0.0,1.0,1.0,41.0,-3.187500000000002,03c94a3591060c072c613cf5ce36e8c966cc310f8afd397dc38b16f19e7122e9,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/moor/evaluation/regime_hidden/crab_eating_fox/allee/sigma_0p1/moor_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/moor_adapted_ricker_misspec_pbvi/faithful_internal/episodes.csv,03ae24f4d8ee3406b8d32ac9e4bd8f6a865bff39786f8ee711fd33d75d300cd4,0.24975665250581608,False,0.07721738757283525,2
Crab-eating fox,strong-growth recoverable,allee,0.2,safe,10.0,refplan,RefPlan-inspired,20,50,0.95,7.948142239152736,0.8031862042483235,0.0,0.0,1.0,1.0,36.56898891233385,8.713750000000001,688d580f1e47a61dcad9b8a6cb96f1d62835bfbd0b835554cf31c8ab8bdd0c13,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,allee,0.2,safe,10.0,ogsrl,OGSRL-inspired,20,50,0.95,10.130382576428357,0.0,0.0,0.0,1.0,1.0,21.29712456606893,-4.999999999999998,688d580f1e47a61dcad9b8a6cb96f1d62835bfbd0b835554cf31c8ab8bdd0c13,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,allee,0.2,safe,10.0,bamcts,BA-MCTS-inspired,20,50,0.95,10.201363837594439,0.5584489543989127,0.0,0.0,1.0,1.0,39.70804410919596,1.7918749999999988,688d580f1e47a61dcad9b8a6cb96f1d62835bfbd0b835554cf31c8ab8bdd0c13,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,allee,0.2,safe,10.0,ensemble_value_disagreement_pessimism,EVD,20,50,0.95,10.397429311331823,0.0760469619085736,0.0,0.0,1.0,1.0,29.649648223032397,-4.730624999999999,688d580f1e47a61dcad9b8a6cb96f1d62835bfbd0b835554cf31c8ab8bdd0c13,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,allee,0.2,safe,10.0,plus_adapted_ricker_only_pbvi,PLUS P=10,20,50,0.95,10.966745450258198,0.36906294233927084,0.0,0.0,1.0,1.0,37.381284050935356,-3.2875000000000014,688d580f1e47a61dcad9b8a6cb96f1d62835bfbd0b835554cf31c8ab8bdd0c13,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/plus/evaluation/regime_hidden/crab_eating_fox/allee/sigma_0p2/plus_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/plus_adapted_ricker_only_pbvi/faithful_internal/episodes.csv,91eb0298baa5012d9fafeda38608fd0bf81eac98a64871c550800b6818ec735c,0.44859932461227464,False,0.05524144998830571,7;1;2;2;2;6;2;1
Crab-eating fox,strong-growth recoverable,allee,0.2,safe,10.0,moor_adapted_ricker_misspec_pbvi,MOOR P=10,20,50,0.95,11.61093636068979,0.22757576838657126,0.0,0.0,1.0,1.0,40.31526415223594,-3.1556250000000015,688d580f1e47a61dcad9b8a6cb96f1d62835bfbd0b835554cf31c8ab8bdd0c13,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/moor/evaluation/regime_hidden/crab_eating_fox/allee/sigma_0p2/moor_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/moor_adapted_ricker_misspec_pbvi/faithful_internal/episodes.csv,34bb35079496f6ec4b5fe8eda824bb64b542fb6eb2e4825d6b200bb916a9276d,0.25850676663455563,False,0.061685365794968305,2
Crab-eating fox,strong-growth recoverable,theta,0.1,safe,10.0,refplan,RefPlan-inspired,20,50,0.95,9.549409641003672,0.34338458727328197,0.0,0.0,1.0,1.0,40.27067174880832,3.1025,b198aa7a5d3989a66be4a1fc8b4b299a0552fe287b6d2e192eb237e10f34bbc7,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,theta,0.1,safe,10.0,ogsrl,OGSRL-inspired,20,50,0.95,10.142100129218719,0.009376186830755768,0.0,0.0,1.0,1.0,21.79489283926592,-4.987499999999999,b198aa7a5d3989a66be4a1fc8b4b299a0552fe287b6d2e192eb237e10f34bbc7,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,theta,0.1,safe,10.0,bamcts,BA-MCTS-inspired,20,50,0.95,10.614042240477358,0.24363834016162922,0.0,0.0,1.0,1.0,40.83438073180572,-0.6881250000000001,b198aa7a5d3989a66be4a1fc8b4b299a0552fe287b6d2e192eb237e10f34bbc7,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,theta,0.1,safe,10.0,ensemble_value_disagreement_pessimism,EVD,20,50,0.95,10.13742507998868,6.381323307334664e-05,0.0,0.0,1.0,1.0,21.431883536154793,-4.994999999999999,b198aa7a5d3989a66be4a1fc8b4b299a0552fe287b6d2e192eb237e10f34bbc7,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,theta,0.1,safe,10.0,plus_adapted_ricker_only_pbvi,PLUS P=10,20,50,0.95,10.22020515861062,0.14057259651299905,0.0,0.0,1.0,1.0,23.669172556580108,-4.942499999999998,b198aa7a5d3989a66be4a1fc8b4b299a0552fe287b6d2e192eb237e10f34bbc7,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/plus/evaluation/regime_hidden/crab_eating_fox/theta/sigma_0p1/plus_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/plus_adapted_ricker_only_pbvi/faithful_internal/episodes.csv,4a55e3c7ecc229af1fdff5d48332ff0481427783da098154e80faab86d28fcc3,0.08271709361058599,False,0.06095670510254925,1;1;2;2;2;2;2;2
Crab-eating fox,strong-growth recoverable,theta,0.1,safe,10.0,moor_adapted_ricker_misspec_pbvi,MOOR P=10,20,50,0.95,10.146486826161112,1.8225036628030615e-15,0.0,0.0,1.0,1.0,21.683943736732985,-4.95,b198aa7a5d3989a66be4a1fc8b4b299a0552fe287b6d2e192eb237e10f34bbc7,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/moor/evaluation/regime_hidden/crab_eating_fox/theta/sigma_0p1/moor_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/moor_adapted_ricker_misspec_pbvi/faithful_internal/episodes.csv,7073df855a6c840d98c754659d33919f00788e51d0beb9b2ebdd846ec8cac189,0.098039113279732,False,0.012438580023770074,2
Crab-eating fox,strong-growth recoverable,theta,0.2,safe,10.0,refplan,RefPlan-inspired,20,50,0.95,9.609998307759072,0.3159089804296419,0.0,0.0,1.0,1.0,39.39472807090472,1.4174999999999998,684748d9f018313651ee689c7bc41cabcd6d8cf1cbc2b253646bef84b3937c20,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,theta,0.2,safe,10.0,ogsrl,OGSRL-inspired,20,50,0.95,10.163310736593532,0.03916623254534758,0.0,0.0,1.0,1.0,22.811140145244355,-4.972499999999998,684748d9f018313651ee689c7bc41cabcd6d8cf1cbc2b253646bef84b3937c20,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,theta,0.2,safe,10.0,bamcts,BA-MCTS-inspired,20,50,0.95,10.448307668277359,0.31439071224189125,0.0,0.0,1.0,1.0,40.53114196577966,-0.7112500000000003,684748d9f018313651ee689c7bc41cabcd6d8cf1cbc2b253646bef84b3937c20,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,theta,0.2,safe,10.0,ensemble_value_disagreement_pessimism,EVD,20,50,0.95,10.137444889640568,1.8225036628030615e-15,0.0,0.0,1.0,1.0,21.403876847201662,-4.999999999999998,684748d9f018313651ee689c7bc41cabcd6d8cf1cbc2b253646bef84b3937c20,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,theta,0.2,safe,10.0,plus_adapted_ricker_only_pbvi,PLUS P=10,20,50,0.95,10.311388233171321,0.12136858978451776,0.0,0.0,1.0,1.0,26.25266935141085,-4.7799999999999985,684748d9f018313651ee689c7bc41cabcd6d8cf1cbc2b253646bef84b3937c20,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/plus/evaluation/regime_hidden/crab_eating_fox/theta/sigma_0p2/plus_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/plus_adapted_ricker_only_pbvi/faithful_internal/episodes.csv,2e1bd1ed926db0f0e784f2b8c1267208fd0b8002254d930954e130994a8cf314,0.2925731644834182,False,0.019593356431358178,1;1;1;2;2;2;2;1
Crab-eating fox,strong-growth recoverable,theta,0.2,safe,10.0,moor_adapted_ricker_misspec_pbvi,MOOR P=10,20,50,0.95,10.137444889640568,1.8225036628030615e-15,0.0,0.0,1.0,1.0,21.403876847201662,-4.999999999999998,684748d9f018313651ee689c7bc41cabcd6d8cf1cbc2b253646bef84b3937c20,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/moor/evaluation/regime_hidden/crab_eating_fox/theta/sigma_0p2/moor_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/moor_adapted_ricker_misspec_pbvi/faithful_internal/episodes.csv,2c2d0ade212525f7ee1fd34cc5e08db965e486d782a582cb039e5cd45db975fb,0.0,True,0.024891084937047836,2
Crab-eating fox,strong-growth recoverable,regime,0.1,safe,10.0,refplan,RefPlan-inspired,20,50,0.95,6.842252669288176,3.6090889288540646,0.15,0.011764705882352941,1.0,1.0,23.118184810301337,8.965,b94dc4d7556acdfa3abc8c2b4ee21d7dfdedff30a95fcf8e587cb73e7deb26b3,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,regime,0.1,safe,10.0,ogsrl,OGSRL-inspired,20,50,0.95,10.130382576428357,0.0,0.0,0.0,1.0,1.0,21.29712456606893,-4.999999999999998,b94dc4d7556acdfa3abc8c2b4ee21d7dfdedff30a95fcf8e587cb73e7deb26b3,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,regime,0.1,safe,10.0,bamcts,BA-MCTS-inspired,20,50,0.95,10.075211546162866,0.7100363394009526,0.0,0.0,1.0,1.0,37.0578517236833,1.7149999999999992,b94dc4d7556acdfa3abc8c2b4ee21d7dfdedff30a95fcf8e587cb73e7deb26b3,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,regime,0.1,safe,10.0,ensemble_value_disagreement_pessimism,EVD,20,50,0.95,10.28744565382652,0.10388723374471599,0.0,0.0,1.0,1.0,27.519700624920716,-4.674999999999999,b94dc4d7556acdfa3abc8c2b4ee21d7dfdedff30a95fcf8e587cb73e7deb26b3,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,regime,0.1,safe,10.0,plus_adapted_ricker_only_pbvi,PLUS P=10,20,50,0.95,10.454304445087004,0.5690713727534933,0.0,0.0,1.0,1.0,36.94519728619723,-2.3675000000000006,b94dc4d7556acdfa3abc8c2b4ee21d7dfdedff30a95fcf8e587cb73e7deb26b3,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/plus/evaluation/regime_hidden/crab_eating_fox/regime/sigma_0p1/plus_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/plus_adapted_ricker_only_pbvi/faithful_internal/episodes.csv,93bc80ada30bcb0a7f64195c148d816ebb35e2224b67a1785385928f66041a0c,0.6653809785283209,False,0.06630759011425796,2;2;8;2;1;2;2;2
Crab-eating fox,strong-growth recoverable,regime,0.1,safe,10.0,moor_adapted_ricker_misspec_pbvi,MOOR P=10,20,50,0.95,10.153068719509388,0.2834913274677156,0.0,0.0,1.0,1.0,24.16489322446905,-4.459375000000001,b94dc4d7556acdfa3abc8c2b4ee21d7dfdedff30a95fcf8e587cb73e7deb26b3,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/moor/evaluation/regime_hidden/crab_eating_fox/regime/sigma_0p1/moor_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/moor_adapted_ricker_misspec_pbvi/faithful_internal/episodes.csv,11d50aee65f175b01243fc7790c1ad9d93a4af483928d958c7eb6d7694336e8a,0.098039113279732,False,0.2886106776574308,2
Crab-eating fox,strong-growth recoverable,regime,0.2,safe,10.0,refplan,RefPlan-inspired,20,50,0.95,4.313025895637951,12.00492590323269,0.2,0.019607843137254905,1.0,0.95,22.994159600684366,9.605625,f1ed95af136617037e389f96fffb99328be177e1a8c39bb1347f0a2c3eb8391a,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,regime,0.2,safe,10.0,ogsrl,OGSRL-inspired,20,50,0.95,10.130382576428357,0.0,0.0,0.0,1.0,1.0,21.29712456606893,-4.999999999999998,f1ed95af136617037e389f96fffb99328be177e1a8c39bb1347f0a2c3eb8391a,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,regime,0.2,safe,10.0,bamcts,BA-MCTS-inspired,20,50,0.95,9.371570264005019,0.7727974703659107,0.0,0.0,1.0,1.0,33.09447918539072,4.625625000000001,f1ed95af136617037e389f96fffb99328be177e1a8c39bb1347f0a2c3eb8391a,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,regime,0.2,safe,10.0,ensemble_value_disagreement_pessimism,EVD,20,50,0.95,10.30554659237966,0.10433700639583095,0.0,0.0,1.0,1.0,27.999450838834065,-4.6225000000000005,f1ed95af136617037e389f96fffb99328be177e1a8c39bb1347f0a2c3eb8391a,accepted frozen general-RL P=10,,,,,,
Crab-eating fox,strong-growth recoverable,regime,0.2,safe,10.0,plus_adapted_ricker_only_pbvi,PLUS P=10,20,50,0.95,10.59072118573906,0.48341963493462264,0.0,0.0,1.0,1.0,37.911988003806165,-2.347500000000001,f1ed95af136617037e389f96fffb99328be177e1a8c39bb1347f0a2c3eb8391a,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/plus/evaluation/regime_hidden/crab_eating_fox/regime/sigma_0p2/plus_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/plus_adapted_ricker_only_pbvi/faithful_internal/episodes.csv,4feecb819967989ccb7a052384c1df08c203cc4bd194d53b8164aad7afc7bd5e,0.7380698700422782,False,0.09142922296415934,2;2;8;2;1;2;2;2
Crab-eating fox,strong-growth recoverable,regime,0.2,safe,10.0,moor_adapted_ricker_misspec_pbvi,MOOR P=10,20,50,0.95,10.142482162800942,0.28780648602180436,0.0,0.0,1.0,1.0,24.28713370793084,-4.419375000000002,f1ed95af136617037e389f96fffb99328be177e1a8c39bb1347f0a2c3eb8391a,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/moor/evaluation/regime_hidden/crab_eating_fox/regime/sigma_0p2/moor_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/moor_adapted_ricker_misspec_pbvi/faithful_internal/episodes.csv,493c4e6daf117cb1332c63b0a8115582c10570b034c2228188967e2044ccaf26,0.111276622329502,False,0.14900356802359038,2
Egyptian vulture,demographic sink,ricker,0.1,safe,10.0,refplan,RefPlan-inspired,20,50,0.95,-186.81606372558224,0.5442264949889383,0.0,1.0,1.0,0.0,9.642183240657536,10.776250000000001,c69837c29e7e8b18835176d5c623b5a11f71095557ae0f148a73caf3609b9a58,accepted frozen general-RL P=10,,,,,,
Egyptian vulture,demographic sink,ricker,0.1,safe,10.0,ogsrl,OGSRL-inspired,20,50,0.95,-188.36768125030295,0.10734321350904406,0.0,1.0,1.0,0.0,40.960016240424764,15.96875,c69837c29e7e8b18835176d5c623b5a11f71095557ae0f148a73caf3609b9a58,accepted frozen general-RL P=10,,,,,,
Egyptian vulture,demographic sink,ricker,0.1,safe,10.0,bamcts,BA-MCTS-inspired,20,50,0.95,-189.60805345565743,0.8482271749898453,0.0,1.0,1.0,0.0,8.199915976451832,16.208750000000002,c69837c29e7e8b18835176d5c623b5a11f71095557ae0f148a73caf3609b9a58,accepted frozen general-RL P=10,,,,,,
Egyptian vulture,demographic sink,ricker,0.1,safe,10.0,ensemble_value_disagreement_pessimism,EVD,20,50,0.95,-187.8388875572585,0.3289131853091945,0.0,1.0,1.0,0.0,0.4289444166804965,7.15625,c69837c29e7e8b18835176d5c623b5a11f71095557ae0f148a73caf3609b9a58,accepted frozen general-RL P=10,,,,,,
Egyptian vulture,demographic sink,ricker,0.1,safe,10.0,plus_adapted_ricker_only_pbvi,PLUS P=10,20,50,0.95,-187.26465138858708,0.0,0.0,1.0,1.0,0.0,0.4289444166804965,9.375,c69837c29e7e8b18835176d5c623b5a11f71095557ae0f148a73caf3609b9a58,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/plus/evaluation/regime_hidden/egyptian_vulture/ricker/sigma_0p1/plus_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/plus_adapted_ricker_only_pbvi/faithful_internal/episodes.csv,e7ab13c771b8a8f81acc969cddab1d67200d93357c4ae769534fa2de0261c533,0.0,True,0.17345898366996337,5;5;5;5;5;5;5;5
Egyptian vulture,demographic sink,ricker,0.1,safe,10.0,moor_adapted_ricker_misspec_pbvi,MOOR P=10,20,50,0.95,-187.26465138858708,0.0,0.0,1.0,1.0,0.0,0.4289444166804965,9.375,c69837c29e7e8b18835176d5c623b5a11f71095557ae0f148a73caf3609b9a58,accepted P=10 ecological correction,/fs04/scratch2/ce25/Claude_DeepRL_Population_Models/real_ecology_runs/three_species_ecological_p10_correction_20260723_v1/moor/evaluation/regime_hidden/egyptian_vulture/ricker/sigma_0p1/moor_three_species_matched_p10_v1/data_real/backend_numpy/regime_hidden/reward_safe/moor_adapted_ricker_misspec_pbvi/faithful_internal/episodes.csv,923891ce5f6a877bc958161ebd20386073437da4c7e6d88cda5e21317fb0721d,0.0,True,0.24550914545514502,5
Egyptian vulture,demographic sink,ricker,0.2,safe,10.0,refplan,RefPlan-inspired,20,50,0.95,-187.23939822586618,0.6556194234320534,0.0,1.0,1.0,0.0,11.928973276182617,11.93,8b70bd2152e2926c53d35abd0d5ea1fa8eb665d9a4b2e57aa1e1ca02a4485523,accepted frozen general-RL P=10,,,,,,
Egyptian vulture,demographic sink,ricker,0.2,safe,10.0,ogsrl,OGSRL-inspired,20,50,0.95,-188.68534758060713,0.328973785056566,0.0,1.0,1.0,0.0,40.91153541818193,16.83125,8b70bd2152e2926c53d35abd0d5ea1fa8eb665d9a4b2e57aa1e1ca02a4485523,accepted frozen general-RL P=10,,,,,,
