population,environment,sigma_obs,action,reward,return_mean,return_sd,current_parity_delta
Crab-eating fox,ricker,0.1,10,Current,4.088669556637091,1.8225036628030615e-15,0.0
Crab-eating fox,ricker,0.1,10,OptionA,4.088669556637091,1.8225036628030615e-15,0.0
Crab-eating fox,ricker,0.1,10,OptionC,3.629937520864877,4.556259157007654e-16,0.0
Crab-eating fox,ricker,0.2,0,Current,9.23055024723286,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,ricker,0.2,0,OptionA,9.23055024723286,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,ricker,0.2,0,OptionC,8.769022734871218,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,ricker,0.2,1,Current,10.153605271956147,1.8225036628030615e-15,0.0
Crab-eating fox,ricker,0.2,1,OptionA,10.153605271956147,1.8225036628030615e-15,0.0
Crab-eating fox,ricker,0.2,1,OptionC,9.692077759594508,1.8225036628030615e-15,0.0
Crab-eating fox,ricker,0.2,2,Current,10.13038257642836,0.0,3.552713678800501e-15
Crab-eating fox,ricker,0.2,2,OptionA,10.13038257642836,0.0,3.552713678800501e-15
Crab-eating fox,ricker,0.2,2,OptionC,9.656687269214995,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,ricker,0.2,3,Current,4.61527512361643,9.112518314015307e-16,0.0
Crab-eating fox,ricker,0.2,3,OptionA,4.61527512361643,9.112518314015307e-16,0.0
Crab-eating fox,ricker,0.2,3,OptionC,4.153747611254788,0.0,0.0
Crab-eating fox,ricker,0.2,4,Current,2.0495938828874703e-15,0.0,3.944304526105059e-31
Crab-eating fox,ricker,0.2,4,OptionA,2.0495938828874703e-15,0.0,3.944304526105059e-31
Crab-eating fox,ricker,0.2,4,OptionC,-0.46152751236164125,5.695323946259567e-17,3.944304526105059e-31
Crab-eating fox,ricker,0.2,5,Current,7.989055042238226,1.8225036628030615e-15,0.0
Crab-eating fox,ricker,0.2,5,OptionA,7.989055042238226,1.8225036628030615e-15,0.0
Crab-eating fox,ricker,0.2,5,OptionC,7.540351691987293,0.0,0.0
Crab-eating fox,ricker,0.2,6,Current,2.5588807297761846,0.0,8.881784197001252e-16
Crab-eating fox,ricker,0.2,6,OptionA,2.5588807297761846,0.0,8.881784197001252e-16
Crab-eating fox,ricker,0.2,6,OptionC,2.110177379862111,4.556259157007654e-16,8.881784197001252e-16
Crab-eating fox,ricker,0.2,7,Current,3.431021478555581,4.556259157007654e-16,0.0
Crab-eating fox,ricker,0.2,7,OptionA,3.431021478555581,4.556259157007654e-16,0.0
Crab-eating fox,ricker,0.2,7,OptionC,2.9823181287288234,9.112518314015307e-16,0.0
Crab-eating fox,ricker,0.2,8,Current,-1.9893637257363697,4.556259157007654e-16,4.440892098500626e-16
Crab-eating fox,ricker,0.2,8,OptionA,-1.9893637257363697,4.556259157007654e-16,4.440892098500626e-16
Crab-eating fox,ricker,0.2,8,OptionC,-2.438067075553538,4.556259157007654e-16,4.440892098500626e-16
Crab-eating fox,ricker,0.2,9,Current,-6.545218237859717,9.112518314015307e-16,8.881784197001252e-16
Crab-eating fox,ricker,0.2,9,OptionA,-6.545218237859717,9.112518314015307e-16,8.881784197001252e-16
Crab-eating fox,ricker,0.2,9,OptionC,-6.99392158767525,0.0,8.881784197001252e-16
Crab-eating fox,ricker,0.2,10,Current,4.088669556637091,1.8225036628030615e-15,0.0
Crab-eating fox,ricker,0.2,10,OptionA,4.088669556637091,1.8225036628030615e-15,0.0
Crab-eating fox,ricker,0.2,10,OptionC,3.629937520864877,4.556259157007654e-16,0.0
Crab-eating fox,allee,0.1,0,Current,9.23055024723286,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,allee,0.1,0,OptionA,9.23055024723286,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,allee,0.1,0,OptionC,8.769022734871218,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,allee,0.1,1,Current,10.153605271956147,1.8225036628030615e-15,0.0
Crab-eating fox,allee,0.1,1,OptionA,10.153605271956147,1.8225036628030615e-15,0.0
Crab-eating fox,allee,0.1,1,OptionC,9.692077759594508,1.8225036628030615e-15,0.0
Crab-eating fox,allee,0.1,2,Current,10.13038257642836,0.0,3.552713678800501e-15
Crab-eating fox,allee,0.1,2,OptionA,10.13038257642836,0.0,3.552713678800501e-15
Crab-eating fox,allee,0.1,2,OptionC,9.656687269214995,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,allee,0.1,3,Current,4.6152751236164296,7.058526334438275e-16,0.0
Crab-eating fox,allee,0.1,3,OptionA,4.6152751236164296,7.058526334438275e-16,0.0
Crab-eating fox,allee,0.1,3,OptionC,4.153747611254786,7.058526334438275e-16,0.0
Crab-eating fox,allee,0.1,4,Current,5.2553689304806984e-17,1.2646159555672758e-32,6.162975822039155e-33
Crab-eating fox,allee,0.1,4,OptionA,5.2553689304806984e-17,1.2646159555672758e-32,6.162975822039155e-33
Crab-eating fox,allee,0.1,4,OptionC,-0.4615275123616434,0.0,6.162975822039155e-33
Crab-eating fox,allee,0.1,5,Current,8.12592339015453,0.19324372839873208,0.0
Crab-eating fox,allee,0.1,5,OptionA,8.12592339015453,0.19324372839873208,0.0
Crab-eating fox,allee,0.1,5,OptionC,7.676822179799757,0.1967646016978777,0.0
Crab-eating fox,allee,0.1,6,Current,2.6457537172381325,0.2866544742840413,4.440892098500626e-16
Crab-eating fox,allee,0.1,6,OptionA,2.6457537172381325,0.2866544742840413,4.440892098500626e-16
Crab-eating fox,allee,0.1,6,OptionC,2.193393150451177,0.2875243174435987,4.440892098500626e-16
Crab-eating fox,allee,0.1,7,Current,-2.714796972720755,21.22964788949204,2.6645352591003757e-15
Crab-eating fox,allee,0.1,7,OptionA,-0.360854055963905,15.026285029017924,2.6645352591003757e-15
Crab-eating fox,allee,0.1,7,OptionC,-3.168282301466294,21.242867177497125,2.6645352591003757e-15
Crab-eating fox,allee,0.1,8,Current,-8.07838571456694,18.00924783364742,1.7763568394002505e-15
Crab-eating fox,allee,0.1,8,OptionA,-5.196435328438788,10.738694277009541,1.7763568394002505e-15
Crab-eating fox,allee,0.1,8,OptionC,-8.533298704580556,18.02274226740837,1.7763568394002505e-15
Crab-eating fox,allee,0.1,9,Current,-45.712750104925696,62.12637487205465,2.1316282072803006e-14
Crab-eating fox,allee,0.1,9,OptionA,-42.879235482544985,58.30078419220558,2.1316282072803006e-14
Crab-eating fox,allee,0.1,9,OptionC,-46.18312727665075,62.14575137504796,2.1316282072803006e-14
Crab-eating fox,allee,0.1,10,Current,3.38720259785273,0.06539765851693362,8.881784197001252e-16
Crab-eating fox,allee,0.1,10,OptionA,3.38720259785273,0.06539765851693362,8.881784197001252e-16
Crab-eating fox,allee,0.1,10,OptionC,2.9253723039942403,0.06566311397016696,8.881784197001252e-16
Crab-eating fox,allee,0.2,0,Current,9.23055024723286,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,allee,0.2,0,OptionA,9.23055024723286,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,allee,0.2,0,OptionC,8.769022734871218,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,allee,0.2,1,Current,10.153605271956147,1.8225036628030615e-15,0.0
Crab-eating fox,allee,0.2,1,OptionA,10.153605271956147,1.8225036628030615e-15,0.0
Crab-eating fox,allee,0.2,1,OptionC,9.692077759594508,1.8225036628030615e-15,0.0
Crab-eating fox,allee,0.2,2,Current,10.13038257642836,0.0,3.552713678800501e-15
Crab-eating fox,allee,0.2,2,OptionA,10.13038257642836,0.0,3.552713678800501e-15
Crab-eating fox,allee,0.2,2,OptionC,9.656687269214995,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,allee,0.2,3,Current,4.6152751236164296,7.058526334438275e-16,0.0
Crab-eating fox,allee,0.2,3,OptionA,4.6152751236164296,7.058526334438275e-16,0.0
Crab-eating fox,allee,0.2,3,OptionC,4.153747611254786,7.058526334438275e-16,0.0
Crab-eating fox,allee,0.2,4,Current,5.2553689304806984e-17,1.2646159555672758e-32,6.162975822039155e-33
Crab-eating fox,allee,0.2,4,OptionA,5.2553689304806984e-17,1.2646159555672758e-32,6.162975822039155e-33
Crab-eating fox,allee,0.2,4,OptionC,-0.4615275123616434,0.0,6.162975822039155e-33
Crab-eating fox,allee,0.2,5,Current,8.12592339015453,0.19324372839873208,0.0
Crab-eating fox,allee,0.2,5,OptionA,8.12592339015453,0.19324372839873208,0.0
Crab-eating fox,allee,0.2,5,OptionC,7.676822179799757,0.1967646016978777,0.0
Crab-eating fox,allee,0.2,6,Current,2.6457537172381325,0.2866544742840413,4.440892098500626e-16
Crab-eating fox,allee,0.2,6,OptionA,2.6457537172381325,0.2866544742840413,4.440892098500626e-16
Crab-eating fox,allee,0.2,6,OptionC,2.193393150451177,0.2875243174435987,4.440892098500626e-16
Crab-eating fox,allee,0.2,7,Current,-2.714796972720755,21.22964788949204,2.6645352591003757e-15
Crab-eating fox,allee,0.2,7,OptionA,-0.360854055963905,15.026285029017924,2.6645352591003757e-15
Crab-eating fox,allee,0.2,7,OptionC,-3.168282301466294,21.242867177497125,2.6645352591003757e-15
Crab-eating fox,allee,0.2,8,Current,-8.07838571456694,18.00924783364742,1.7763568394002505e-15
Crab-eating fox,allee,0.2,8,OptionA,-5.196435328438788,10.738694277009541,1.7763568394002505e-15
Crab-eating fox,allee,0.2,8,OptionC,-8.533298704580556,18.02274226740837,1.7763568394002505e-15
Crab-eating fox,allee,0.2,9,Current,-45.712750104925696,62.12637487205465,2.1316282072803006e-14
Crab-eating fox,allee,0.2,9,OptionA,-42.879235482544985,58.30078419220558,2.1316282072803006e-14
Crab-eating fox,allee,0.2,9,OptionC,-46.18312727665075,62.14575137504796,2.1316282072803006e-14
Crab-eating fox,allee,0.2,10,Current,3.38720259785273,0.06539765851693362,8.881784197001252e-16
Crab-eating fox,allee,0.2,10,OptionA,3.38720259785273,0.06539765851693362,8.881784197001252e-16
Crab-eating fox,allee,0.2,10,OptionC,2.9253723039942403,0.06566311397016696,8.881784197001252e-16
Crab-eating fox,theta,0.1,0,Current,9.230550247232859,0.0,1.7763568394002505e-15
Crab-eating fox,theta,0.1,0,OptionA,9.230550247232859,0.0,1.7763568394002505e-15
Crab-eating fox,theta,0.1,0,OptionC,8.769022734871216,0.0,1.7763568394002505e-15
Crab-eating fox,theta,0.1,1,Current,10.153605271956147,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,theta,0.1,1,OptionA,10.153605271956147,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,theta,0.1,1,OptionC,9.6920777595945,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,theta,0.1,2,Current,10.137444889640571,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,theta,0.1,2,OptionA,10.137444889640571,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,theta,0.1,2,OptionC,9.66383621111033,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,theta,0.1,3,Current,4.6152751236164296,0.0,8.881784197001252e-16
Crab-eating fox,theta,0.1,3,OptionA,4.6152751236164296,0.0,8.881784197001252e-16
Crab-eating fox,theta,0.1,3,OptionC,4.1537476112547855,0.0,8.881784197001252e-16
Crab-eating fox,theta,0.1,4,Current,0.0,0.0,0.0
Crab-eating fox,theta,0.1,4,OptionA,0.0,0.0,0.0
Crab-eating fox,theta,0.1,4,OptionC,-0.4615275123616434,0.0,0.0
Crab-eating fox,theta,0.1,5,Current,8.30592141962068,0.01569191403656662,1.7763568394002505e-15
Crab-eating fox,theta,0.1,5,OptionA,8.30592141962068,0.01569191403656662,1.7763568394002505e-15
Crab-eating fox,theta,0.1,5,OptionC,7.857420682795801,0.01570301797132665,1.7763568394002505e-15
Crab-eating fox,theta,0.1,6,Current,2.8963110167757704,0.018130908905200308,4.440892098500626e-16
Crab-eating fox,theta,0.1,6,OptionA,2.8963110167757704,0.018130908905200308,4.440892098500626e-16
Crab-eating fox,theta,0.1,6,OptionC,2.447663414868437,0.018320681177659455,4.440892098500626e-16
Crab-eating fox,theta,0.1,7,Current,3.675293089780408,0.045881357711488345,1.7763568394002505e-15
Crab-eating fox,theta,0.1,7,OptionA,3.675293089780408,0.045881357711488345,1.7763568394002505e-15
Crab-eating fox,theta,0.1,7,OptionC,3.2260018275293567,0.04753023338645182,1.7763568394002505e-15
Crab-eating fox,theta,0.1,8,Current,-1.7405149040155805,0.06699997243170976,0.0
Crab-eating fox,theta,0.1,8,OptionA,-1.7405149040155805,0.06699997243170976,0.0
Crab-eating fox,theta,0.1,8,OptionC,-2.1903157364403567,0.068189488911733,0.0
Crab-eating fox,theta,0.1,9,Current,-6.466325056915688,0.23626146941261286,1.7763568394002505e-15
Crab-eating fox,theta,0.1,9,OptionA,-6.466325056915688,0.23626146941261286,1.7763568394002505e-15
Crab-eating fox,theta,0.1,9,OptionC,-6.916859286368963,0.2381378023652735,1.7763568394002505e-15
Crab-eating fox,theta,0.1,10,Current,3.109916304324549,0.21557568715139278,8.881784197001252e-16
Crab-eating fox,theta,0.1,10,OptionA,3.109916304324549,0.21557568715139278,8.881784197001252e-16
Crab-eating fox,theta,0.1,10,OptionC,2.647723630665758,0.21605884035034287,8.881784197001252e-16
Crab-eating fox,theta,0.2,0,Current,9.230550247232859,0.0,1.7763568394002505e-15
Crab-eating fox,theta,0.2,0,OptionA,9.230550247232859,0.0,1.7763568394002505e-15
Crab-eating fox,theta,0.2,0,OptionC,8.769022734871216,0.0,1.7763568394002505e-15
Crab-eating fox,theta,0.2,1,Current,10.153605271956147,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,theta,0.2,1,OptionA,10.153605271956147,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,theta,0.2,1,OptionC,9.6920777595945,1.8225036628030615e-15,1.7763568394002505e-15
Crab-eating fox,theta,0.2,2,Current,10.137444889640571,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,theta,0.2,2,OptionA,10.137444889640571,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,theta,0.2,2,OptionC,9.66383621111033,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,theta,0.2,3,Current,4.6152751236164296,0.0,8.881784197001252e-16
Crab-eating fox,theta,0.2,3,OptionA,4.6152751236164296,0.0,8.881784197001252e-16
Crab-eating fox,theta,0.2,3,OptionC,4.1537476112547855,0.0,8.881784197001252e-16
Crab-eating fox,theta,0.2,4,Current,0.0,0.0,0.0
Crab-eating fox,theta,0.2,4,OptionA,0.0,0.0,0.0
Crab-eating fox,theta,0.2,4,OptionC,-0.4615275123616434,0.0,0.0
Crab-eating fox,theta,0.2,5,Current,8.30592141962068,0.01569191403656662,1.7763568394002505e-15
Crab-eating fox,theta,0.2,5,OptionA,8.30592141962068,0.01569191403656662,1.7763568394002505e-15
Crab-eating fox,theta,0.2,5,OptionC,7.857420682795801,0.01570301797132665,1.7763568394002505e-15
Crab-eating fox,theta,0.2,6,Current,2.8963110167757704,0.018130908905200308,4.440892098500626e-16
Crab-eating fox,theta,0.2,6,OptionA,2.8963110167757704,0.018130908905200308,4.440892098500626e-16
Crab-eating fox,theta,0.2,6,OptionC,2.447663414868437,0.018320681177659455,4.440892098500626e-16
Crab-eating fox,theta,0.2,7,Current,3.675293089780408,0.045881357711488345,1.7763568394002505e-15
Crab-eating fox,theta,0.2,7,OptionA,3.675293089780408,0.045881357711488345,1.7763568394002505e-15
Crab-eating fox,theta,0.2,7,OptionC,3.2260018275293567,0.04753023338645182,1.7763568394002505e-15
Crab-eating fox,theta,0.2,8,Current,-1.7405149040155805,0.06699997243170976,0.0
Crab-eating fox,theta,0.2,8,OptionA,-1.7405149040155805,0.06699997243170976,0.0
Crab-eating fox,theta,0.2,8,OptionC,-2.1903157364403567,0.068189488911733,0.0
Crab-eating fox,theta,0.2,9,Current,-6.466325056915688,0.23626146941261286,1.7763568394002505e-15
Crab-eating fox,theta,0.2,9,OptionA,-6.466325056915688,0.23626146941261286,1.7763568394002505e-15
Crab-eating fox,theta,0.2,9,OptionC,-6.916859286368963,0.2381378023652735,1.7763568394002505e-15
Crab-eating fox,theta,0.2,10,Current,3.109916304324549,0.21557568715139278,8.881784197001252e-16
Crab-eating fox,theta,0.2,10,OptionA,3.109916304324549,0.21557568715139278,8.881784197001252e-16
Crab-eating fox,theta,0.2,10,OptionC,2.647723630665758,0.21605884035034287,8.881784197001252e-16
Crab-eating fox,regime,0.1,0,Current,9.230550247232859,8.150484158540002e-16,0.0
Crab-eating fox,regime,0.1,0,OptionA,9.230550247232859,8.150484158540002e-16,0.0
Crab-eating fox,regime,0.1,0,OptionC,8.769022734871218,1.7763568394002505e-15,0.0
Crab-eating fox,regime,0.1,1,Current,10.153605271956147,1.8225036628030615e-15,0.0
Crab-eating fox,regime,0.1,1,OptionA,10.153605271956147,1.8225036628030615e-15,0.0
Crab-eating fox,regime,0.1,1,OptionC,9.692077759594508,1.8225036628030615e-15,0.0
Crab-eating fox,regime,0.1,2,Current,10.13038257642836,0.0,3.552713678800501e-15
Crab-eating fox,regime,0.1,2,OptionA,10.13038257642836,0.0,3.552713678800501e-15
Crab-eating fox,regime,0.1,2,OptionC,9.656687269214995,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,regime,0.1,3,Current,4.6152751236164296,9.982263672530257e-16,0.0
Crab-eating fox,regime,0.1,3,OptionA,4.6152751236164296,9.982263672530257e-16,0.0
Crab-eating fox,regime,0.1,3,OptionC,4.153747611254786,1.0389869442406085e-15,0.0
Crab-eating fox,regime,0.1,4,Current,6.714937020943797e-17,9.38806973010841e-16,0.0
Crab-eating fox,regime,0.1,4,OptionA,6.714937020943797e-17,9.38806973010841e-16,0.0
Crab-eating fox,regime,0.1,4,OptionC,-0.4615275123616433,9.888401130813774e-16,0.0
Crab-eating fox,regime,0.1,5,Current,8.107407855501815,0.21570501512494158,0.0
Crab-eating fox,regime,0.1,5,OptionA,8.107407855501815,0.21570501512494158,0.0
Crab-eating fox,regime,0.1,5,OptionC,7.658698077403213,0.2157047732583115,0.0
Crab-eating fox,regime,0.1,6,Current,2.746469763316235,0.21112347311712,4.440892098500626e-16
Crab-eating fox,regime,0.1,6,OptionA,2.746469763316235,0.21112347311712,4.440892098500626e-16
Crab-eating fox,regime,0.1,6,OptionC,2.2977664138309892,0.21112347310196208,4.440892098500626e-16
Crab-eating fox,regime,0.1,7,Current,-11.549341384609125,33.84854995649955,5.329070518200751e-15
Crab-eating fox,regime,0.1,7,OptionA,-7.727648474022769,25.696827249158773,5.329070518200751e-15
Crab-eating fox,regime,0.1,7,OptionC,-12.010880160862227,33.86628845715067,5.329070518200751e-15
Crab-eating fox,regime,0.1,8,Current,-41.62637523208974,53.86088170321682,2.1316282072803006e-14
Crab-eating fox,regime,0.1,8,OptionA,-29.8199321864995,40.758464943764295,2.1316282072803006e-14
Crab-eating fox,regime,0.1,8,OptionC,-42.09289567748872,53.8837780970754,2.1316282072803006e-14
Crab-eating fox,regime,0.1,9,Current,-51.15503801950622,61.58953710752527,1.4210854715202004e-14
Crab-eating fox,regime,0.1,9,OptionA,-47.252380790672184,57.3379344759298,1.4210854715202004e-14
Crab-eating fox,regime,0.1,9,OptionC,-51.63517798120896,61.60418416508234,1.4210854715202004e-14
Crab-eating fox,regime,0.1,10,Current,3.553029918718365,0.10084523934367892,4.440892098500626e-16
Crab-eating fox,regime,0.1,10,OptionA,3.553029918718365,0.10084523934367892,4.440892098500626e-16
Crab-eating fox,regime,0.1,10,OptionC,3.091586086611964,0.10096654872884747,4.440892098500626e-16
Crab-eating fox,regime,0.2,0,Current,9.230550247232859,8.150484158540002e-16,0.0
Crab-eating fox,regime,0.2,0,OptionA,9.230550247232859,8.150484158540002e-16,0.0
Crab-eating fox,regime,0.2,0,OptionC,8.769022734871218,1.7763568394002505e-15,0.0
Crab-eating fox,regime,0.2,1,Current,10.153605271956147,1.8225036628030615e-15,0.0
Crab-eating fox,regime,0.2,1,OptionA,10.153605271956147,1.8225036628030615e-15,0.0
Crab-eating fox,regime,0.2,1,OptionC,9.692077759594508,1.8225036628030615e-15,0.0
Crab-eating fox,regime,0.2,2,Current,10.13038257642836,0.0,3.552713678800501e-15
Crab-eating fox,regime,0.2,2,OptionA,10.13038257642836,0.0,3.552713678800501e-15
Crab-eating fox,regime,0.2,2,OptionC,9.656687269214995,1.8225036628030615e-15,3.552713678800501e-15
Crab-eating fox,regime,0.2,3,Current,4.6152751236164296,9.982263672530257e-16,0.0
Crab-eating fox,regime,0.2,3,OptionA,4.6152751236164296,9.982263672530257e-16,0.0
Crab-eating fox,regime,0.2,3,OptionC,4.153747611254786,1.0389869442406085e-15,0.0
Crab-eating fox,regime,0.2,4,Current,6.714937020943797e-17,9.38806973010841e-16,0.0
Crab-eating fox,regime,0.2,4,OptionA,6.714937020943797e-17,9.38806973010841e-16,0.0
Crab-eating fox,regime,0.2,4,OptionC,-0.4615275123616433,9.888401130813774e-16,0.0
Crab-eating fox,regime,0.2,5,Current,8.107407855501815,0.21570501512494158,0.0
Crab-eating fox,regime,0.2,5,OptionA,8.107407855501815,0.21570501512494158,0.0
Crab-eating fox,regime,0.2,5,OptionC,7.658698077403213,0.2157047732583115,0.0
Crab-eating fox,regime,0.2,6,Current,2.746469763316235,0.21112347311712,4.440892098500626e-16
Crab-eating fox,regime,0.2,6,OptionA,2.746469763316235,0.21112347311712,4.440892098500626e-16
Crab-eating fox,regime,0.2,6,OptionC,2.2977664138309892,0.21112347310196208,4.440892098500626e-16
Crab-eating fox,regime,0.2,7,Current,-11.549341384609125,33.84854995649955,5.329070518200751e-15
Crab-eating fox,regime,0.2,7,OptionA,-7.727648474022769,25.696827249158773,5.329070518200751e-15
Crab-eating fox,regime,0.2,7,OptionC,-12.010880160862227,33.86628845715067,5.329070518200751e-15
Crab-eating fox,regime,0.2,8,Current,-41.62637523208974,53.86088170321682,2.1316282072803006e-14
Crab-eating fox,regime,0.2,8,OptionA,-29.8199321864995,40.758464943764295,2.1316282072803006e-14
Crab-eating fox,regime,0.2,8,OptionC,-42.09289567748872,53.8837780970754,2.1316282072803006e-14
Crab-eating fox,regime,0.2,9,Current,-51.15503801950622,61.58953710752527,1.4210854715202004e-14
Crab-eating fox,regime,0.2,9,OptionA,-47.252380790672184,57.3379344759298,1.4210854715202004e-14
Crab-eating fox,regime,0.2,9,OptionC,-51.63517798120896,61.60418416508234,1.4210854715202004e-14
Crab-eating fox,regime,0.2,10,Current,3.553029918718365,0.10084523934367892,4.440892098500626e-16
Crab-eating fox,regime,0.2,10,OptionA,3.553029918718365,0.10084523934367892,4.440892098500626e-16
Crab-eating fox,regime,0.2,10,OptionC,3.091586086611964,0.10096654872884747,4.440892098500626e-16
Egyptian vulture,ricker,0.1,0,Current,-183.80319504587473,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,0,OptionA,-149.14680502168045,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.1,0,OptionC,-183.91511548344795,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,1,Current,-183.28286110763565,0.0,0.0
Egyptian vulture,ricker,0.1,1,OptionA,-166.087672815654,0.0,0.0
Egyptian vulture,ricker,0.1,1,OptionC,-183.39488278548916,2.9160058604848984e-14,0.0
Egyptian vulture,ricker,0.1,2,Current,-182.4161045452783,0.0,5.684341886080802e-14
Egyptian vulture,ricker,0.1,2,OptionA,-167.63942675569393,0.0,5.684341886080802e-14
Egyptian vulture,ricker,0.1,2,OptionC,-182.52812637613394,0.0,5.684341886080802e-14
Egyptian vulture,ricker,0.1,3,Current,-187.6334700763418,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.1,3,OptionA,-117.6039395801414,1.4580029302424492e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,3,OptionC,-187.74204657868208,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,4,Current,-192.03226017229593,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.1,4,OptionA,-111.69087252841344,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.1,4,OptionC,-192.13876194502694,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.1,5,Current,-187.26465138858703,0.0,5.684341886080802e-14
Egyptian vulture,ricker,0.1,5,OptionA,-152.6082613643927,2.9160058604848984e-14,5.684341886080802e-14
Egyptian vulture,ricker,0.1,5,OptionC,-187.37657182616024,0.0,5.684341886080802e-14
Egyptian vulture,ricker,0.1,6,Current,-193.03374529310756,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.1,6,OptionA,-158.37735526891328,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,6,OptionC,-193.14566573068075,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.1,7,Current,-191.0949264190541,2.9160058604848984e-14,5.684341886080802e-14
Egyptian vulture,ricker,0.1,7,OptionA,-121.06539592285375,1.4580029302424492e-14,5.684341886080802e-14
Egyptian vulture,ricker,0.1,7,OptionC,-191.20350292139437,0.0,5.684341886080802e-14
Egyptian vulture,ricker,0.1,8,Current,-196.86402032357464,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,8,OptionA,-126.83448982737431,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,8,OptionC,-196.9725968259149,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.1,9,Current,-201.2628104195288,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,9,OptionA,-120.92142277564623,4.374008790727348e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,9,OptionC,-201.3693121922598,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,10,Current,-188.25777762890044,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,10,OptionA,-92.33597872001226,1.4580029302424492e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.1,10,OptionC,-188.360823958642,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.2,0,Current,-183.80319504587473,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.2,0,OptionA,-149.14680502168045,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.2,0,OptionC,-183.91511548344795,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.2,1,Current,-183.28286110763565,0.0,0.0
Egyptian vulture,ricker,0.2,1,OptionA,-166.087672815654,0.0,0.0
Egyptian vulture,ricker,0.2,1,OptionC,-183.39488278548916,2.9160058604848984e-14,0.0
Egyptian vulture,ricker,0.2,2,Current,-182.4161045452783,0.0,5.684341886080802e-14
Egyptian vulture,ricker,0.2,2,OptionA,-167.63942675569393,0.0,5.684341886080802e-14
Egyptian vulture,ricker,0.2,2,OptionC,-182.52812637613394,0.0,5.684341886080802e-14
Egyptian vulture,ricker,0.2,3,Current,-187.6334700763418,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.2,3,OptionA,-117.6039395801414,1.4580029302424492e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.2,3,OptionC,-187.74204657868208,2.9160058604848984e-14,2.842170943040401e-14
Egyptian vulture,ricker,0.2,4,Current,-192.03226017229593,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.2,4,OptionA,-111.69087252841344,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.2,4,OptionC,-192.13876194502694,0.0,2.842170943040401e-14
Egyptian vulture,ricker,0.2,5,Current,-187.26465138858703,0.0,5.684341886080802e-14
