cell_id,method,source_method,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15
B1_crab_eating_fox_regime_s0p2,bamcts,bamcts,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":false,""reason"":""EVD only""}","{""available"":false,""reason"":""OGSRL only""}","{""available"":false,""reason"":""surrogate_reward_t not logged in Tier-B trajectory; visited-state surrogate error unavailable""}","{""available"":true,""belief_fields_present"":false,""comparable_with_filtering_methods"":false,""method"":""bamcts"",""note"":""sigma_obs NOT USED by this method (audit 2 P0-6); do not present its diagnostics alongside PLUS/MOOR/RefPlan filtering results"",""uses_public_reward_surrogate"":true,""uses_sigma_obs"":false}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B1_crab_eating_fox_regime_s0p2,evd,ensemble_value_disagreement_pessimism,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":true,""best_action_is_recovery_frac"":0.0,""collapse_attributable_to"":""conservative_Q"",""mean_rank_of_recovery_actions"":7.001833333333333,""switch_fraction_penalty_vs_mean"":0.001}","{""available"":false,""reason"":""OGSRL only""}","{""available"":false,""reason"":""EVD uses raw dataset.rewards; no surrogate trajectory by design""}","{""available"":true,""belief_fields_present"":false,""comparable_with_filtering_methods"":false,""method"":""evd"",""note"":""sigma_obs NOT USED by this method (audit 2 P0-6); do not present its diagnostics alongside PLUS/MOOR/RefPlan filtering results"",""uses_public_reward_surrogate"":false,""uses_sigma_obs"":false}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B1_crab_eating_fox_regime_s0p2,ogsrl,ogsrl,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":false,""reason"":""EVD only""}","{""available"":true,""fallback_fraction"":0.0,""frac_constraint_binds"":0.0,""guardian_override_fraction"":0.0,""mean_slack"":0.09610794105583267,""min_slack"":0.03690813855203329,""s_low_logged_mean"":15.146730284667461,""s_safe_true_evaluator_only"":10.25}","{""available"":false,""reason"":""surrogate_reward_t not logged in Tier-B trajectory; visited-state surrogate error unavailable""}","{""available"":true,""belief_fields_present"":false,""comparable_with_filtering_methods"":false,""method"":""ogsrl"",""note"":""sigma_obs NOT USED by this method (audit 2 P0-6); do not present its diagnostics alongside PLUS/MOOR/RefPlan filtering results"",""uses_public_reward_surrogate"":true,""uses_sigma_obs"":false}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B1_crab_eating_fox_regime_s0p2,refplan,refplan,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":false,""reason"":""EVD only""}","{""available"":false,""reason"":""OGSRL only""}","{""available"":false,""reason"":""surrogate_reward_t not logged in Tier-B trajectory; visited-state surrogate error unavailable""}","{""available"":true,""belief_fields_present"":true,""comparable_with_filtering_methods"":true,""method"":""refplan"",""note"":"""",""uses_public_reward_surrogate"":true,""uses_sigma_obs"":true}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B2_amur_tiger_ricker_s0p1,bamcts,bamcts,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":false,""reason"":""EVD only""}","{""available"":false,""reason"":""OGSRL only""}","{""available"":false,""reason"":""surrogate_reward_t not logged in Tier-B trajectory; visited-state surrogate error unavailable""}","{""available"":true,""belief_fields_present"":false,""comparable_with_filtering_methods"":false,""method"":""bamcts"",""note"":""sigma_obs NOT USED by this method (audit 2 P0-6); do not present its diagnostics alongside PLUS/MOOR/RefPlan filtering results"",""uses_public_reward_surrogate"":true,""uses_sigma_obs"":false}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B2_amur_tiger_ricker_s0p1,evd,ensemble_value_disagreement_pessimism,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":true,""best_action_is_recovery_frac"":0.017,""collapse_attributable_to"":""conservative_Q"",""mean_rank_of_recovery_actions"":6.1295,""switch_fraction_penalty_vs_mean"":0.004}","{""available"":false,""reason"":""OGSRL only""}","{""available"":false,""reason"":""EVD uses raw dataset.rewards; no surrogate trajectory by design""}","{""available"":true,""belief_fields_present"":false,""comparable_with_filtering_methods"":false,""method"":""evd"",""note"":""sigma_obs NOT USED by this method (audit 2 P0-6); do not present its diagnostics alongside PLUS/MOOR/RefPlan filtering results"",""uses_public_reward_surrogate"":false,""uses_sigma_obs"":false}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B2_amur_tiger_ricker_s0p1,ogsrl,ogsrl,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":false,""reason"":""EVD only""}","{""available"":true,""fallback_fraction"":0.031,""frac_constraint_binds"":0.0,""guardian_override_fraction"":0.995,""mean_slack"":0.08159942572246243,""min_slack"":0.06639938821962807,""s_low_logged_mean"":35.91053326761743,""s_safe_true_evaluator_only"":25.0}","{""available"":false,""reason"":""surrogate_reward_t not logged in Tier-B trajectory; visited-state surrogate error unavailable""}","{""available"":true,""belief_fields_present"":false,""comparable_with_filtering_methods"":false,""method"":""ogsrl"",""note"":""sigma_obs NOT USED by this method (audit 2 P0-6); do not present its diagnostics alongside PLUS/MOOR/RefPlan filtering results"",""uses_public_reward_surrogate"":true,""uses_sigma_obs"":false}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B2_amur_tiger_ricker_s0p1,refplan,refplan,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":false,""reason"":""EVD only""}","{""available"":false,""reason"":""OGSRL only""}","{""available"":false,""reason"":""surrogate_reward_t not logged in Tier-B trajectory; visited-state surrogate error unavailable""}","{""available"":true,""belief_fields_present"":true,""comparable_with_filtering_methods"":true,""method"":""refplan"",""note"":"""",""uses_public_reward_surrogate"":true,""uses_sigma_obs"":true}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B3_amur_tiger_allee_s0p2,bamcts,bamcts,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":false,""reason"":""EVD only""}","{""available"":false,""reason"":""OGSRL only""}","{""available"":false,""reason"":""surrogate_reward_t not logged in Tier-B trajectory; visited-state surrogate error unavailable""}","{""available"":true,""belief_fields_present"":false,""comparable_with_filtering_methods"":false,""method"":""bamcts"",""note"":""sigma_obs NOT USED by this method (audit 2 P0-6); do not present its diagnostics alongside PLUS/MOOR/RefPlan filtering results"",""uses_public_reward_surrogate"":true,""uses_sigma_obs"":false}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B3_amur_tiger_allee_s0p2,evd,ensemble_value_disagreement_pessimism,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":true,""best_action_is_recovery_frac"":0.063,""collapse_attributable_to"":""conservative_Q"",""mean_rank_of_recovery_actions"":6.4695,""switch_fraction_penalty_vs_mean"":0.002}","{""available"":false,""reason"":""OGSRL only""}","{""available"":false,""reason"":""EVD uses raw dataset.rewards; no surrogate trajectory by design""}","{""available"":true,""belief_fields_present"":false,""comparable_with_filtering_methods"":false,""method"":""evd"",""note"":""sigma_obs NOT USED by this method (audit 2 P0-6); do not present its diagnostics alongside PLUS/MOOR/RefPlan filtering results"",""uses_public_reward_surrogate"":false,""uses_sigma_obs"":false}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B3_amur_tiger_allee_s0p2,ogsrl,ogsrl,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":false,""reason"":""EVD only""}","{""available"":true,""fallback_fraction"":0.184,""frac_constraint_binds"":0.0,""guardian_override_fraction"":0.929,""mean_slack"":0.0697238813784588,""min_slack"":0.05060598488170469,""s_low_logged_mean"":26.535837887476703,""s_safe_true_evaluator_only"":25.0}","{""available"":false,""reason"":""surrogate_reward_t not logged in Tier-B trajectory; visited-state surrogate error unavailable""}","{""available"":true,""belief_fields_present"":false,""comparable_with_filtering_methods"":false,""method"":""ogsrl"",""note"":""sigma_obs NOT USED by this method (audit 2 P0-6); do not present its diagnostics alongside PLUS/MOOR/RefPlan filtering results"",""uses_public_reward_surrogate"":true,""uses_sigma_obs"":false}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
B3_amur_tiger_allee_s0p2,refplan,refplan,"{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""margin_top1_top2 not logged""}","{""available"":false,""reason"":""PLUS only""}","{""available"":false,""reason"":""reward component columns not logged""}","{""available"":false,""reason"":""r_pos_t not logged""}","{""available"":false,""reason"":""m_t / allee_C_episode not logged (Allee cells only)""}","{""available"":false,""reason"":""regime_z_t not logged (regime cells only)""}","{""available"":false,""reason"":""matched low/high-noise cell pair not present in replay subset""}","{""available"":false,""reason"":""EVD only""}","{""available"":false,""reason"":""OGSRL only""}","{""available"":false,""reason"":""surrogate_reward_t not logged in Tier-B trajectory; visited-state surrogate error unavailable""}","{""available"":true,""belief_fields_present"":true,""comparable_with_filtering_methods"":true,""method"":""refplan"",""note"":"""",""uses_public_reward_surrogate"":true,""uses_sigma_obs"":true}","{""available"":false,""reason"":""true_reward_all_actions not logged""}"
